participant_id,activity_date,activity_type,topic,municipality,gender,age_group,role,decision_making_role,event_speaker,coordination_role,responsibility_level,leadership_role,leadership_flag,decision_making_flag,speaker_flag,coordination_flag,year,month,month_name
2197,2025-05-21,Community Outreach,Social Policy,Yekaterinburg,Female,25-34,Participant,No,Yes,No,Basic,No,0,0,1,0,2025,5,May
2597,2025-05-21,Survey,Housing,Yekaterinburg,Female,55+,Organizer,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,5,May
2613,2025-05-21,Campaign Activity,Education,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
262,2025-05-22,Meeting,Education,Yekaterinburg,Male,45-54,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,5,May
1329,2025-05-22,Government Interaction,Housing,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
1475,2025-05-22,Media Activity,Transport,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
1372,2025-05-23,Meeting,Local Government,Yekaterinburg,Male,25-34,Analyst,No,No,No,Professional,No,0,0,0,0,2025,5,May
1379,2025-05-23,Educational Event,Economic Policy,Yekaterinburg,Male,55+,Speaker,No,Yes,No,Visible,No,0,0,1,0,2025,5,May
2283,2025-05-23,Survey,Education,Yekaterinburg,Female,18-24,Speaker,No,Yes,No,Visible,No,0,0,1,0,2025,5,May
2592,2025-05-23,Meeting,Youth Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
3321,2025-05-23,Survey,Youth Policy,Yekaterinburg,Female,18-24,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,5,May
327,2025-05-24,Community Outreach,Local Government,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
363,2025-05-24,Government Interaction,Gender Equality,Pervouralsk,Female,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
854,2025-05-24,Government Interaction,Social Policy,Yekaterinburg,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,5,May
2048,2025-05-24,Meeting,Social Policy,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
2937,2025-05-24,Meeting,Education,Serov,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
2974,2025-05-24,Community Outreach,Transport,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
3546,2025-05-24,Government Interaction,Entrepreneurship,Nizhny Tagil,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
90,2025-05-25,Campaign Activity,Economic Policy,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
1195,2025-05-25,Public Event,Entrepreneurship,Yekaterinburg,Male,25-34,Analyst,No,No,No,Professional,No,0,0,0,0,2025,5,May
1656,2025-05-25,Educational Event,Transport,Yekaterinburg,Female,55+,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,5,May
1986,2025-05-25,Media Activity,Healthcare,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,5,May
2202,2025-05-25,Community Outreach,Transport,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
2657,2025-05-25,Government Interaction,Social Policy,Yekaterinburg,Female,35-44,Coordinator,No,Yes,Yes,Leadership,Yes,1,0,1,1,2025,5,May
1870,2025-05-26,Meeting,Education,Asbest,Male,55+,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,5,May
2003,2025-05-26,Educational Event,Healthcare,Serov,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
2948,2025-05-26,Community Outreach,Healthcare,Yekaterinburg,Male,25-34,Coordinator,No,No,Yes,Leadership,Yes,1,0,0,1,2025,5,May
3166,2025-05-26,Community Outreach,Social Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
3195,2025-05-26,Community Outreach,Youth Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
1410,2025-05-27,Campaign Activity,Social Policy,Yekaterinburg,Male,35-44,Organizer,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,5,May
1434,2025-05-27,Community Outreach,Entrepreneurship,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
1456,2025-05-27,Public Event,Economic Policy,Kamensk-Uralsky,Female,18-24,Organizer,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,5,May
1873,2025-05-27,Media Activity,Local Government,Kamensk-Uralsky,Male,18-24,Coordinator,No,Yes,Yes,Leadership,Yes,1,0,1,1,2025,5,May
1991,2025-05-27,Campaign Activity,Healthcare,Pervouralsk,Female,55+,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,5,May
2632,2025-05-27,Community Outreach,Youth Policy,Yekaterinburg,Male,45-54,Volunteer,Yes,No,No,Basic,No,0,1,0,0,2025,5,May
2918,2025-05-27,Government Interaction,Youth Policy,Pervouralsk,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
3029,2025-05-27,Public Event,Local Government,Yekaterinburg,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,5,May
186,2025-05-28,Media Activity,Entrepreneurship,Asbest,Male,25-34,Participant,Yes,No,No,Basic,No,0,1,0,0,2025,5,May
976,2025-05-28,Meeting,Gender Equality,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
1465,2025-05-28,Media Activity,Transport,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
1590,2025-05-28,Community Outreach,Housing,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
1844,2025-05-28,Survey,Youth Policy,Kamensk-Uralsky,Male,18-24,Volunteer,No,No,Yes,Basic,No,0,0,0,1,2025,5,May
2302,2025-05-28,Meeting,Social Policy,Asbest,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,5,May
2499,2025-05-28,Community Outreach,Local Government,Yekaterinburg,Male,45-54,Participant,No,Yes,No,Basic,No,0,0,1,0,2025,5,May
2510,2025-05-28,Community Outreach,Healthcare,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
3152,2025-05-28,Public Event,Healthcare,Serov,Male,45-54,Analyst,Yes,Yes,No,Professional,No,0,1,1,0,2025,5,May
962,2025-05-29,Public Event,Social Policy,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
2250,2025-05-29,Survey,Entrepreneurship,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
2259,2025-05-29,Community Outreach,Transport,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
3050,2025-05-29,Public Event,Youth Policy,Nizhny Tagil,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
150,2025-05-30,Public Event,Transport,Yekaterinburg,Female,25-34,Organizer,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,5,May
343,2025-05-30,Meeting,Housing,Kamensk-Uralsky,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
2593,2025-05-30,Meeting,Housing,Revda,Male,25-34,Volunteer,No,No,Yes,Basic,No,0,0,0,1,2025,5,May
3138,2025-05-30,Community Outreach,Youth Policy,Nizhny Tagil,Female,55+,Organizer,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,5,May
306,2025-05-31,Government Interaction,Social Policy,Yekaterinburg,Female,45-54,Speaker,Yes,Yes,No,Visible,No,0,1,1,0,2025,5,May
392,2025-05-31,Campaign Activity,Entrepreneurship,Serov,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
540,2025-05-31,Survey,Youth Policy,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
607,2025-05-31,Meeting,Local Government,Yekaterinburg,Male,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,5,May
831,2025-05-31,Public Event,Entrepreneurship,Kamensk-Uralsky,Male,55+,Organizer,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,5,May
919,2025-05-31,Survey,Economic Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
1036,2025-05-31,Meeting,Entrepreneurship,Revda,Male,25-34,Speaker,Yes,Yes,No,Visible,No,0,1,1,0,2025,5,May
1262,2025-05-31,Educational Event,Social Policy,Asbest,Female,45-54,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,5,May
1545,2025-05-31,Campaign Activity,Economic Policy,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
2198,2025-05-31,Educational Event,Housing,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
2292,2025-05-31,Community Outreach,Youth Policy,Yekaterinburg,Male,25-34,Speaker,No,Yes,No,Visible,No,0,0,1,0,2025,5,May
2340,2025-05-31,Educational Event,Healthcare,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,5,May
340,2025-06-01,Meeting,Social Policy,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
404,2025-06-01,Public Event,Education,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
817,2025-06-01,Community Outreach,Local Government,Yekaterinburg,Male,45-54,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,6,Jun
925,2025-06-01,Survey,Social Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
3576,2025-06-01,Meeting,Social Policy,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
132,2025-06-02,Educational Event,Housing,Nizhny Tagil,Male,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
393,2025-06-02,Meeting,Economic Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
622,2025-06-02,Meeting,Gender Equality,Nizhny Tagil,Male,35-44,Organizer,No,No,Yes,Leadership,Yes,1,0,0,1,2025,6,Jun
631,2025-06-02,Media Activity,Transport,Kamensk-Uralsky,Male,25-34,Participant,No,Yes,No,Basic,No,0,0,1,0,2025,6,Jun
705,2025-06-02,Meeting,Gender Equality,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
816,2025-06-02,Survey,Housing,Yekaterinburg,Male,25-34,Organizer,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,6,Jun
1517,2025-06-02,Community Outreach,Economic Policy,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
1704,2025-06-02,Campaign Activity,Transport,Pervouralsk,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
1748,2025-06-02,Survey,Economic Policy,Kamensk-Uralsky,Male,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
2907,2025-06-02,Media Activity,Economic Policy,Pervouralsk,Male,55+,Organizer,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,6,Jun
2980,2025-06-02,Media Activity,Entrepreneurship,Serov,Male,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,6,Jun
500,2025-06-03,Educational Event,Economic Policy,Yekaterinburg,Male,25-34,Volunteer,No,Yes,No,Basic,No,0,0,1,0,2025,6,Jun
1047,2025-06-03,Media Activity,Youth Policy,Pervouralsk,Female,35-44,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
1802,2025-06-03,Public Event,Healthcare,Yekaterinburg,Male,25-34,Speaker,No,Yes,No,Visible,No,0,0,1,0,2025,6,Jun
2470,2025-06-03,Meeting,Transport,Nizhny Tagil,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
614,2025-06-04,Meeting,Social Policy,Yekaterinburg,Male,25-34,Organizer,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,6,Jun
1735,2025-06-04,Campaign Activity,Economic Policy,Yekaterinburg,Male,18-24,Speaker,Yes,Yes,No,Visible,No,0,1,1,0,2025,6,Jun
1830,2025-06-04,Community Outreach,Healthcare,Yekaterinburg,Male,35-44,Organizer,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,6,Jun
2136,2025-06-04,Media Activity,Healthcare,Revda,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
2831,2025-06-04,Campaign Activity,Social Policy,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
2883,2025-06-04,Educational Event,Youth Policy,Pervouralsk,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,6,Jun
3588,2025-06-04,Campaign Activity,Local Government,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
184,2025-06-05,Public Event,Education,Asbest,Female,25-34,Coordinator,No,Yes,Yes,Leadership,Yes,1,0,1,1,2025,6,Jun
1065,2025-06-05,Community Outreach,Healthcare,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
2261,2025-06-05,Community Outreach,Education,Yekaterinburg,Male,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,6,Jun
3537,2025-06-05,Meeting,Transport,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
3597,2025-06-05,Meeting,Healthcare,Revda,Male,35-44,Speaker,Yes,Yes,No,Visible,No,0,1,1,0,2025,6,Jun
121,2025-06-06,Community Outreach,Transport,Pervouralsk,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,6,Jun
1291,2025-06-06,Public Event,Housing,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
1368,2025-06-06,Public Event,Transport,Yekaterinburg,Female,35-44,Organizer,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,6,Jun
1776,2025-06-06,Government Interaction,Healthcare,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
2052,2025-06-06,Campaign Activity,Healthcare,Yekaterinburg,Female,18-24,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
2673,2025-06-06,Community Outreach,Entrepreneurship,Yekaterinburg,Female,18-24,Analyst,No,No,No,Professional,No,0,0,0,0,2025,6,Jun
3163,2025-06-06,Educational Event,Economic Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
1445,2025-06-07,Public Event,Entrepreneurship,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
1708,2025-06-07,Public Event,Transport,Yekaterinburg,Female,55+,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,6,Jun
2410,2025-06-07,Educational Event,Social Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
2496,2025-06-07,Campaign Activity,Gender Equality,Yekaterinburg,Male,55+,Organizer,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,6,Jun
896,2025-06-08,Campaign Activity,Local Government,Kamensk-Uralsky,Male,25-34,Participant,Yes,No,No,Basic,No,0,1,0,0,2025,6,Jun
1333,2025-06-08,Survey,Local Government,Yekaterinburg,Male,35-44,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,6,Jun
1850,2025-06-08,Campaign Activity,Social Policy,Yekaterinburg,Male,35-44,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,6,Jun
3334,2025-06-08,Government Interaction,Housing,Yekaterinburg,Female,55+,Analyst,No,Yes,No,Professional,No,0,0,1,0,2025,6,Jun
565,2025-06-09,Community Outreach,Housing,Pervouralsk,Male,25-34,Speaker,No,Yes,Yes,Visible,No,0,0,1,1,2025,6,Jun
670,2025-06-09,Survey,Local Government,Serov,Female,45-54,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
786,2025-06-09,Media Activity,Entrepreneurship,Pervouralsk,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
905,2025-06-09,Meeting,Economic Policy,Pervouralsk,Male,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
1641,2025-06-09,Meeting,Gender Equality,Nizhny Tagil,Male,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
1732,2025-06-09,Survey,Healthcare,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
1795,2025-06-09,Campaign Activity,Entrepreneurship,Yekaterinburg,Male,35-44,Organizer,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,6,Jun
2595,2025-06-09,Meeting,Healthcare,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
3312,2025-06-09,Community Outreach,Healthcare,Yekaterinburg,Male,35-44,Organizer,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,6,Jun
3523,2025-06-09,Media Activity,Social Policy,Revda,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
461,2025-06-10,Media Activity,Social Policy,Serov,Male,25-34,Participant,Yes,No,No,Basic,No,0,1,0,0,2025,6,Jun
482,2025-06-10,Public Event,Entrepreneurship,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
753,2025-06-10,Government Interaction,Youth Policy,Yekaterinburg,Female,35-44,Organizer,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,6,Jun
902,2025-06-10,Campaign Activity,Entrepreneurship,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
1385,2025-06-10,Public Event,Economic Policy,Kamensk-Uralsky,Male,55+,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
2571,2025-06-10,Media Activity,Gender Equality,Kamensk-Uralsky,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
2829,2025-06-10,Campaign Activity,Gender Equality,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
1213,2025-06-11,Community Outreach,Youth Policy,Yekaterinburg,Male,35-44,Analyst,Yes,No,Yes,Professional,No,0,1,0,1,2025,6,Jun
1734,2025-06-11,Meeting,Healthcare,Asbest,Female,18-24,Analyst,No,No,No,Professional,No,0,0,0,0,2025,6,Jun
2275,2025-06-11,Meeting,Local Government,Yekaterinburg,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,6,Jun
2544,2025-06-11,Community Outreach,Entrepreneurship,Serov,Female,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,6,Jun
3101,2025-06-11,Public Event,Youth Policy,Yekaterinburg,Male,55+,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
1620,2025-06-12,Meeting,Youth Policy,Kamensk-Uralsky,Female,18-24,Speaker,No,Yes,No,Visible,No,0,0,1,0,2025,6,Jun
1897,2025-06-12,Media Activity,Healthcare,Yekaterinburg,Male,55+,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,6,Jun
1979,2025-06-12,Educational Event,Economic Policy,Yekaterinburg,Male,18-24,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,6,Jun
2585,2025-06-12,Meeting,Entrepreneurship,Serov,Female,55+,Speaker,No,Yes,No,Visible,No,0,0,1,0,2025,6,Jun
3017,2025-06-12,Campaign Activity,Gender Equality,Asbest,Male,55+,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
3513,2025-06-12,Government Interaction,Education,Yekaterinburg,Male,45-54,Organizer,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,6,Jun
11,2025-06-13,Government Interaction,Social Policy,Yekaterinburg,Female,35-44,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,6,Jun
275,2025-06-13,Media Activity,Social Policy,Pervouralsk,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
412,2025-06-13,Meeting,Housing,Yekaterinburg,Male,35-44,Speaker,No,Yes,No,Visible,No,0,0,1,0,2025,6,Jun
1286,2025-06-13,Educational Event,Housing,Yekaterinburg,Male,35-44,Organizer,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,6,Jun
2009,2025-06-13,Campaign Activity,Social Policy,Yekaterinburg,Female,35-44,Coordinator,No,Yes,Yes,Leadership,Yes,1,0,1,1,2025,6,Jun
3156,2025-06-13,Meeting,Transport,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
3186,2025-06-13,Community Outreach,Local Government,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
356,2025-06-14,Community Outreach,Social Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
361,2025-06-14,Public Event,Youth Policy,Yekaterinburg,Male,18-24,Speaker,No,Yes,No,Visible,No,0,0,1,0,2025,6,Jun
501,2025-06-14,Public Event,Youth Policy,Nizhny Tagil,Male,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
175,2025-06-15,Survey,Social Policy,Revda,Female,25-34,Participant,No,Yes,No,Basic,No,0,0,1,0,2025,6,Jun
1242,2025-06-15,Campaign Activity,Gender Equality,Yekaterinburg,Female,35-44,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,6,Jun
3048,2025-06-15,Meeting,Transport,Yekaterinburg,Male,45-54,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
414,2025-06-16,Meeting,Social Policy,Asbest,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
1282,2025-06-16,Community Outreach,Entrepreneurship,Serov,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
1988,2025-06-16,Public Event,Social Policy,Asbest,Male,25-34,Speaker,No,Yes,No,Visible,No,0,0,1,0,2025,6,Jun
2686,2025-06-16,Community Outreach,Local Government,Serov,Male,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
3573,2025-06-16,Survey,Youth Policy,Pervouralsk,Female,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,6,Jun
317,2025-06-17,Community Outreach,Housing,Serov,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
694,2025-06-17,Community Outreach,Youth Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
1358,2025-06-17,Public Event,Social Policy,Pervouralsk,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
1367,2025-06-17,Campaign Activity,Transport,Kamensk-Uralsky,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
2637,2025-06-17,Campaign Activity,Social Policy,Kamensk-Uralsky,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
3081,2025-06-17,Government Interaction,Economic Policy,Revda,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
6,2025-06-18,Meeting,Housing,Nizhny Tagil,Male,45-54,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,6,Jun
166,2025-06-18,Survey,Healthcare,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
1263,2025-06-18,Public Event,Economic Policy,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
1501,2025-06-18,Community Outreach,Social Policy,Yekaterinburg,Male,18-24,Analyst,No,No,Yes,Professional,No,0,0,0,1,2025,6,Jun
2078,2025-06-19,Community Outreach,Gender Equality,Yekaterinburg,Female,35-44,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
2497,2025-06-19,Meeting,Education,Yekaterinburg,Male,35-44,Organizer,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,6,Jun
3367,2025-06-19,Community Outreach,Healthcare,Revda,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
3538,2025-06-19,Public Event,Social Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
324,2025-06-20,Media Activity,Transport,Nizhny Tagil,Male,25-34,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
703,2025-06-20,Media Activity,Youth Policy,Asbest,Female,55+,Analyst,Yes,No,No,Professional,No,0,1,0,0,2025,6,Jun
773,2025-06-20,Community Outreach,Housing,Nizhny Tagil,Male,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
1105,2025-06-20,Meeting,Healthcare,Pervouralsk,Female,18-24,Participant,Yes,No,No,Basic,No,0,1,0,0,2025,6,Jun
1526,2025-06-20,Meeting,Gender Equality,Yekaterinburg,Female,55+,Coordinator,No,No,Yes,Leadership,Yes,1,0,0,1,2025,6,Jun
1794,2025-06-20,Campaign Activity,Housing,Asbest,Male,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
2044,2025-06-20,Campaign Activity,Transport,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
2341,2025-06-20,Government Interaction,Local Government,Pervouralsk,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
2929,2025-06-20,Community Outreach,Entrepreneurship,Nizhny Tagil,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
530,2025-06-21,Educational Event,Social Policy,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
1041,2025-06-21,Public Event,Economic Policy,Yekaterinburg,Female,18-24,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
1964,2025-06-21,Meeting,Transport,Nizhny Tagil,Female,45-54,Analyst,No,No,No,Professional,No,0,0,0,0,2025,6,Jun
3600,2025-06-21,Government Interaction,Gender Equality,Yekaterinburg,Female,25-34,Organizer,No,No,Yes,Leadership,Yes,1,0,0,1,2025,6,Jun
1621,2025-06-22,Meeting,Local Government,Yekaterinburg,Female,25-34,Volunteer,No,Yes,No,Basic,No,0,0,1,0,2025,6,Jun
2446,2025-06-22,Campaign Activity,Gender Equality,Yekaterinburg,Male,45-54,Participant,Yes,Yes,No,Basic,No,0,1,1,0,2025,6,Jun
2460,2025-06-22,Educational Event,Youth Policy,Yekaterinburg,Male,18-24,Organizer,No,Yes,Yes,Leadership,Yes,1,0,1,1,2025,6,Jun
43,2025-06-23,Educational Event,Economic Policy,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
330,2025-06-23,Educational Event,Healthcare,Pervouralsk,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,6,Jun
